rep,pehe,ate_err,policy_risk
1,0.6903889179229736,0.3142969012260437,0.24282284080982208
2,0.5720067024230957,0.22135068476200104,0.1306471824645996
3,1.0616899728775024,0.7617246508598328,0.3100845515727997
4,0.9425767660140991,0.44875574111938477,0.3301325738430023
5,0.8408527374267578,0.314967542886734,0.31487801671028137
6,0.6228395700454712,0.12057967483997345,0.10909958183765411
7,0.8519614338874817,0.6896139979362488,0.24981176853179932
8,0.9927610158920288,0.5842152833938599,0.31382644176483154
9,0.6167219877243042,0.011104471981525421,0.13316869735717773
10,0.8014539480209351,0.3082866072654724,0.27890461683273315
11,1.1699886322021484,0.8236597776412964,0.30847278237342834
12,1.157978892326355,0.7078460454940796,0.3284899890422821
13,0.6193044185638428,0.1967451572418213,0.17593149840831757
14,0.6024205088615417,0.09392209351062775,0.16557757556438446
15,0.675905168056488,0.08464377373456955,0.17229266464710236
16,0.8962385654449463,0.5041277408599854,0.3155553638935089
17,0.6805165410041809,0.17334820330142975,0.2349606603384018
18,1.0627100467681885,0.8025326728820801,0.2915114164352417
19,1.1946698427200317,0.6936026215553284,0.3668365776538849
20,0.9736523628234863,0.5249030590057373,0.3049529194831848
